CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE
CHEMBL1835143	1179194	CHEMBL1835143	1179194		54	428.41	3.55	101.62	0	Cn1cc(cn1)c2ccc3c(c2)[nH]c4c(cnc(N[C@@H](C5CC5)C(F)(F)F)c34)C(=O)N	6390019	IC50	=	1900	nM	5.72				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	773311	CHEMBL1840263	B	Inhibition of JAK3 using biotin-EQEDEPEGDYFEWLE- NH2 as substrate	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			59228	CHEMBL1833803	21942426	J. Med. Chem.	2011	54	20	7334
CHEMBL2035186	1344708	CHEMBL2035186	1344708		14m, 95:5 trans/Cis mixture	462.54	3.73	81.88	0	C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5coc(COC\C=C\COCc2c3)c5	10910596	IC50	=	8800	nM	5.06				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	821290	CHEMBL2040120	B	Inhibition of recombinant JAK3 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			62087	CHEMBL2034857	22339472	J. Med. Chem.	2012	55	6	2623
CHEMBL2208029	1447679	CHEMBL2208029	1447679		9d	457.45	3.98	79.38	0	CC(=O)Nc1ccc(cc1)c2nc(Nc3ccc(cc3)N4CCOCC4)ncc2C(F)(F)F	12193928	IC50	>	980	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	886511	CHEMBL2214786	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			67020	CHEMBL2203210	23127890	Bioorg. Med. Chem. Lett.	2012	22	24	7653
CHEMBL2208024	1447674	CHEMBL2208024	1447674		7a	387.48	4.27	70.14	0	CC(=O)Nc1ccc(cc1)c2ccnc(Nc3cccc(c3)N4CCCCC4)n2	12193934	IC50	>	980	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	886511	CHEMBL2214786	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			67020	CHEMBL2203210	23127890	Bioorg. Med. Chem. Lett.	2012	22	24	7653
CHEMBL2181086	1441908	CHEMBL2181086	1441908		21l, 85:15 trans/cis mixture	501.62	4.04	88.61	1	CCN(CC)CCC(=O)Nc1cc2COCC=CCOCc3cccc(c3)c4ccnc(Nc(c2)c1)n4	12153168	IC50	=	390	nM	6.41				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	872623	CHEMBL2183782	B	Inhibition of recombinant JAK3 using Poly (Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			66746	CHEMBL2176955	21604762	J. Med. Chem.	2011	54	13	4638
CHEMBL2181082	1441904	CHEMBL2181082	1441904		21f, 85:15 trans/cis mixture	486.56	3.6	85.81	0	O=C1CCN(CCOc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5)C1	12153172	IC50	=	380	nM	6.42				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	872623	CHEMBL2183782	B	Inhibition of recombinant JAK3 using Poly (Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			66746	CHEMBL2176955	21604762	J. Med. Chem.	2011	54	13	4638
CHEMBL2181320	1442144	CHEMBL2181320	1442144		16f, 85:15 trans/cis mixture	375.42	3.72	76.5	0	Oc1ccc2Nc3nccc(n3)c4cccc(COCC=CCOCc1c2)c4	12153185	IC50	=	1100	nM	5.96				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	872623	CHEMBL2183782	B	Inhibition of recombinant JAK3 using Poly (Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			66746	CHEMBL2176955	21604762	J. Med. Chem.	2011	54	13	4638
CHEMBL2207758	1447406	CHEMBL2207758	1447406		10f	444.53	2.81	91.41	0	O=C(Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2)[C@H]5CCNC5	12193921	IC50	=	368.1	nM	6.43				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	886511	CHEMBL2214786	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			67020	CHEMBL2203210	23127890	Bioorg. Med. Chem. Lett.	2012	22	24	7653
CHEMBL2376145	1557979	CHEMBL2376145	1557979		6b	462.89	2.01	132.58	0	C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4ccc(Cl)cc34)C(=O)N5CC(C5)C#N	13282639	IC50	=	3	nM	8.52				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	957633	CHEMBL2378516	B	Inhibition of JAK3 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73493	CHEMBL2375236	23540648	Bioorg. Med. Chem. Lett.	2013	23	9	2793
CHEMBL2181087	1441909	CHEMBL2181087	1441909		22a, 85:15 trans/cis mixture	502.6	4.53	77.97	1	COc1cc2Nc3nccc(n3)c4cccc(COCC=CCOCc(c2)c1OCCN5CCCC5)c4	12153167	IC50					Not Determined			BAO_0000190			872623	CHEMBL2183782	B	Inhibition of recombinant JAK3 using Poly (Glu,Ala,Tyr) as substrate after 2 hrs by luminescence assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			66746	CHEMBL2176955	21604762	J. Med. Chem.	2011	54	13	4638
CHEMBL373523	367918	CHEMBL373523	367918		27	435.52	5.14	71.76	1	C[C@H](Nc1cc(nc(n1)n2cnc3ccncc23)c4cccc(c4)N(C)C)c5ccccc5	1807594	IC50	=	470	nM	6.33				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	424265	CHEMBL908417	B	Inhibition of JAK3	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	34884	CHEMBL1139695	16934457	Bioorg. Med. Chem. Lett.	2006	16	21	5633
CHEMBL215969	358460	CHEMBL215969	358460		27	450.46	5.94	66.91	1	CNc1ncc2cc(ccc2n1)c3cc(ccc3C)C(=O)Nc4cccc(c4C)C(F)(F)F	1765247	IC50	=	133	nM	6.88				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	396626	CHEMBL853499	B	Inhibition of Jak3 by HTRF kinase assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	31708	CHEMBL1149344	16970394	J. Med. Chem.	2006	49	19	5671
CHEMBL570462	579290	CHEMBL570462	579290		16	311.34	.72	105.46	0	Nc1nn2cccnc2c1c3cc(ncn3)N4CCCC(O)C4	2981462	IC50	=	420	nM	6.38				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL570890	579394	CHEMBL570890	579394		29	317.35	2	94.02	0	Nc1nn2cccnc2c1c3cc(NCc4ccccc4)ncn3	2981475	IC50	=	54	nM	7.27				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL568816	579385	CHEMBL568816	579385		37	331.37	2.37	94.02	0	C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccccc4	2981483	IC50	=	17	nM	7.77				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL570206	579246	CHEMBL570206	579246		39	365.82	3.04	94.02	0	C[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(Cl)cc4	2981514	IC50	=	11000	nM	4.96				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597290	CHEMBL1044321	B	Inhibition of JAK2-mediated STAT5 phosphorylation in GMCSF-stimulated human HT2 cells	1	Scientific Literature				Intermediate	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL1288063	714455	CHEMBL1288063	714455		24	419.36	4.26	112.13	0	CCOC(=O)c1cccc(Nc2nc(N)n(n2)C(=O)c3ccc(cc3)C(F)(F)F)c1	3605062	IC50					Not Determined			BAO_0000190			686111	CHEMBL1292867	B	Inhibition of human recombinant JAK3 by TR-FRET assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			54135	CHEMBL1287810	21106455	Bioorg. Med. Chem. Lett.	2010	20	24	7454
CHEMBL233151	396934	CHEMBL233151	396934		4	495.58	3.39	97	0	C[C@H](Nc1nc(nc2c1cc(C(=O)N3CCN(C)CC3)n2C)n4cnc5ccncc45)c6ccccc6	1964036	IC50	=	22	nM	7.66				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	446752	CHEMBL897051	B	Inhibition of JAK3 by kinase-Glo luminescent assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			36728	CHEMBL1148837	17189692	Bioorg. Med. Chem. Lett.	2007	17	5	1250
CHEMBL234937	394838	CHEMBL234937	394838		22c	438.52	3.6	62.43	0	CN(C)Cc1ccc2c(c1)c3c4CNC(=O)c4c5c6ccccc6n7CC(CO)Cn2c3c57	1956290	IC50	=	250	nM	6.6				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440843	CHEMBL889938	B	Inhibition of JAK3 expressed in Sf21 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	36214	CHEMBL1146279	17088059	Bioorg. Med. Chem. Lett.	2007	17	2	326
CHEMBL570230	579349	CHEMBL570230	579349		7f	352.37	3.02	115.2	0	C[C@@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3	2981389	IC50	>	30000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597276	CHEMBL1043453	B	Inhibition of JAK3 using 5 mM ATP as a substrate	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49044	CHEMBL1156131	19857966	Bioorg. Med. Chem. Lett.	2009	19	23	6524
CHEMBL1076221	611577	CHEMBL1076221	611577		21d	418.84	3.62	85.17	0	Clc1ccc2OCCC(N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56)c2c1	3214177	IC50	=	365	nM	6.44				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL1079594	611732	CHEMBL1079594	611732		25	427.39	3.04	108.96	0	Fc1cccc2[C@@H](CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccc(cc56)C#N	3214185	IC50	=	1	nM	9				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL1081975	613445	CHEMBL1081975	613445		6	427.45	5.1	78.64	1	COc1cc(Nc2oc3c(cccc3n2)c4ccc5ncccc5c4)cc(OC)c1OC	3203142	IC50	=	670	nM	6.17				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	616103	CHEMBL1102772	B	Inhibition of GST-tagged JAK3 assessed as inhibition of biotinylated JAK3tide peptide phosphorylation after 60 mins by caliper mobility shift assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50463	CHEMBL1154949	20138510	Bioorg. Med. Chem. Lett.	2010	20	5	1724
CHEMBL221959	367860	CHEMBL221959	367860	TOFACITINIB	1	312.37	1.51	88.91	0	C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N	5109056	IC50	=	1	nM	9			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL1630796	1052983	CHEMBL1630796	1052983		18e	355.46	2.78	93.36	0	CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)c4ccsc4	5109180	IC50	=	143	nM	6.84				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL1630792	1052979	CHEMBL1630792	1052979		18a	425.91	3.83	74.35	0	C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)C4Cc5cc(Cl)ccc5O4	5109211	IC50	=	480	nM	6.32				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL2325898	1520081	CHEMBL2325898	1520081		3t	378.43	.95	114.76	0	O=C(N[C@H](C1CC1)C(=O)N2CC[C@@H](C2)C#N)c3c[nH]c4ncc(nc34)C5CC5	12649733	IC50	=	.44	nM	9.36				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	939264	CHEMBL2327061	B	Inhibition of JAK3 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	72061	CHEMBL2321829	23214979	J. Med. Chem.	2013	56	1	345
CHEMBL2325896	1520079	CHEMBL2325896	1520079		3r	364.4	.63	114.76	0	O=C(N[C@H](C1CC1)C(=O)N2CC(C2)C#N)c3c[nH]c4ncc(nc34)C5CC5	12649735	IC50	<	.4	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	939264	CHEMBL2327061	B	Inhibition of JAK3 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			72061	CHEMBL2321829	23214979	J. Med. Chem.	2013	56	1	345
CHEMBL3114773	1617745	CHEMBL3114773	1617745		8c	457.46	3.34	108.14	0	Fc1cc(NCCOc2ccccc2NC3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)ccn1	13901960	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1288559	CHEMBL3118992	B	Inhibition of JAK3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			76911	CHEMBL3112442	24461299	Bioorg. Med. Chem. Lett.	2014	24	4	1116
CHEMBL3114766	1617738	CHEMBL3114766	1617738		7a	427.46	2.26	101.04	0	O=C1NC(=O)C(=C1Nc2cccc(OCCCn3ccnc3)c2)c4c[nH]c5ccccc45	13901967	IC50	=	128	nM	6.89				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1288559	CHEMBL3118992	B	Inhibition of JAK3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			76911	CHEMBL3112442	24461299	Bioorg. Med. Chem. Lett.	2014	24	4	1116
CHEMBL576257	579370	CHEMBL576257	579370		7h	338.34	2.74	115.2	0	C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ccc(F)cn3	2981391	IC50	=	5170	nM	5.29				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597276	CHEMBL1043453	B	Inhibition of JAK3 using 5 mM ATP as a substrate	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49044	CHEMBL1156131	19857966	Bioorg. Med. Chem. Lett.	2009	19	23	6524
CHEMBL391492	396940	CHEMBL391492	396940		10	442.47	3.07	111.78	0	CONC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(nc2n1C)n4cnc5ccncc45	1964035	IC50	=	18	nM	7.74				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	446752	CHEMBL897051	B	Inhibition of JAK3 by kinase-Glo luminescent assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			36728	CHEMBL1148837	17189692	Bioorg. Med. Chem. Lett.	2007	17	5	1250
CHEMBL568789	579369	CHEMBL568789	579369		7g	352.37	3.02	115.2	0	CC(Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3	2981390	IC50	=	25050	nM	4.6				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597276	CHEMBL1043453	B	Inhibition of JAK3 using 5 mM ATP as a substrate	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49044	CHEMBL1156131	19857966	Bioorg. Med. Chem. Lett.	2009	19	23	6524
CHEMBL1081378	611666	CHEMBL1081378	611666		(S)-21f	402.38	3.16	85.17	0	Fc1cccc2[C@H](CCOc12)N3C(=O)Nc4cnc(nc34)n5cnc6ccccc56	3214182	IC50	=	540	nM	6.27				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL1079593	611731	CHEMBL1079593	611731		24	420.37	3.37	85.17	0	Fc1ccc2ncn(c3ncc4NC(=O)N([C@@H]5CCOc6c(F)cccc56)c4n3)c2c1	3214184	IC50	=	3	nM	8.52				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL569739	579316	CHEMBL569739	579316		31	346.39	1.55	98.11	0	CCN(Cc1ccncc1)c2cc(ncn2)c3c(N)nn4cccnc34	2981477	IC50	=	4400	nM	5.36				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL1290746	717165	CHEMBL1290746	717165		2j	420.4	2.69	128.07	0	Cc1ccc(cc1NC(=O)c2cnn(c2N)c3ccccc3F)C(=O)Nc4ccon4	3590873	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	687495	CHEMBL1292171	B	Inhibition of Jak3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			54039	CHEMBL1287714	21035336	Bioorg. Med. Chem. Lett.	2010	20	23	6886
CHEMBL1773082	1145100	CHEMBL1773082	1145100		1e	371.8	4.13	102.3	0	C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(Cl)cc1C#N)c3ccc(F)cn3	6196661	IC50	=	21	nM	7.68				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	746714	CHEMBL1776839	B	Inhibition of JAK3 after 60 min	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			57597	CHEMBL1772962	21493067	Bioorg. Med. Chem. Lett.	2011	21	10	2958
CHEMBL1630790	1052977	CHEMBL1630790	1052977		17c	371.43	4.19	48.05	0	C[C@@H]1CCN(Cc2cccc(F)c2F)C[C@@H]1N(C)c3ncnc4[nH]ccc34	5109149	IC50	=	42	nM	7.38				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL231822	394844	CHEMBL231822	394844		22f	532.43	4.8	68.42	1	CC(C)OCc1ccc2c(c1)c3c4CNC(=O)c4c5c6cc(Br)ccc6n7CC(CO)Cn2c3c57	1956287	IC50	=	70	nM	7.15				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	440843	CHEMBL889938	B	Inhibition of JAK3 expressed in Sf21 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	36214	CHEMBL1146279	17088059	Bioorg. Med. Chem. Lett.	2007	17	2	326
